ID,newsdiscusstest2015.CIMS-FR.4056.en-fr,newsdiscusstest2015.LIMSI-CNRS-mosesSoulMoreFeatures.4000.en-fr,newsdiscusstest2015.online-A.0.en-fr,newsdiscusstest2015.online-B.0.en-fr,newsdiscusstest2015.online-E.0.en-fr,newsdiscusstest2015.online-F.0.en-fr,newsdiscusstest2015.uedin-jhu-phrase.4104.en-fr
tensor(1079.),tensor(0.9067),tensor(0.9067),tensor(0.8763),tensor(0.9009),tensor(0.8337),tensor(0.8354),tensor(0.9181)
tensor(626.),tensor(0.8482),tensor(0.8562),tensor(0.8603),tensor(0.8466),tensor(0.8589),tensor(0.8257),tensor(0.8631)
tensor(1296.),tensor(0.8434),tensor(0.8385),tensor(0.8141),tensor(0.7994),tensor(0.8044),tensor(0.7889),tensor(0.8320)
tensor(685.),tensor(0.8245),tensor(0.8240),tensor(0.7920),tensor(0.8305),tensor(0.8330),tensor(0.7841),tensor(0.8545)
tensor(1180.),tensor(0.8330),tensor(0.8557),tensor(0.8403),tensor(0.8403),tensor(0.8186),tensor(0.8920),tensor(0.8403)
tensor(1033.),tensor(0.9286),tensor(0.9286),tensor(0.9046),tensor(0.9286),tensor(0.9325),tensor(0.9196),tensor(0.9303)
tensor(299.),tensor(0.9079),tensor(0.9238),tensor(0.9433),tensor(0.9452),tensor(0.8978),tensor(0.8921),tensor(0.9032)
tensor(541.),tensor(0.9175),tensor(0.9135),tensor(0.8792),tensor(0.9001),tensor(0.8162),tensor(0.8568),tensor(0.9309)
tensor(8.),tensor(0.7772),tensor(0.7648),tensor(0.7837),tensor(0.7722),tensor(0.8042),tensor(0.7805),tensor(0.7844)
tensor(1028.),tensor(1.),tensor(1.),tensor(1.),tensor(0.8811),tensor(0.8374),tensor(0.7499),tensor(0.8811)
tensor(443.),tensor(0.7848),tensor(0.8541),tensor(0.8101),tensor(0.7297),tensor(1.),tensor(0.8081),tensor(0.6349)
tensor(155.),tensor(0.8423),tensor(0.8579),tensor(0.8941),tensor(0.8726),tensor(0.8253),tensor(0.8262),tensor(0.8412)
tensor(125.),tensor(0.8713),tensor(0.8651),tensor(0.8650),tensor(0.9454),tensor(0.8274),tensor(0.9288),tensor(0.8622)
tensor(362.),tensor(0.8262),tensor(0.8360),tensor(0.7489),tensor(0.7723),tensor(0.7623),tensor(0.7365),tensor(0.8354)
tensor(292.),tensor(0.8463),tensor(0.8455),tensor(0.7971),tensor(0.8170),tensor(0.7695),tensor(0.7512),tensor(0.8170)
tensor(1356.),tensor(0.8422),tensor(0.8378),tensor(0.8370),tensor(0.8500),tensor(0.8216),tensor(0.8625),tensor(0.8385)
tensor(419.),tensor(0.8754),tensor(0.8893),tensor(0.8873),tensor(0.8644),tensor(0.8290),tensor(0.8663),tensor(0.8922)
tensor(908.),tensor(0.9613),tensor(0.9493),tensor(0.9610),tensor(0.9547),tensor(0.9144),tensor(0.9297),tensor(0.9774)
tensor(124.),tensor(0.9116),tensor(0.9465),tensor(0.9269),tensor(0.9243),tensor(0.9327),tensor(0.8687),tensor(0.9532)
tensor(276.),tensor(0.9542),tensor(0.9358),tensor(0.9358),tensor(0.9542),tensor(0.9542),tensor(0.9542),tensor(0.9542)
tensor(611.),tensor(0.7988),tensor(0.7988),tensor(0.7988),tensor(0.7988),tensor(0.7904),tensor(0.8035),tensor(0.8451)
tensor(1482.),tensor(0.7879),tensor(0.7977),tensor(0.7783),tensor(0.7957),tensor(0.7701),tensor(0.7917),tensor(0.7870)
tensor(1153.),tensor(0.8272),tensor(0.8810),tensor(0.8962),tensor(0.8757),tensor(0.8772),tensor(0.9698),tensor(0.9372)
tensor(510.),tensor(0.8492),tensor(0.8492),tensor(0.8532),tensor(0.8329),tensor(0.8842),tensor(0.8918),tensor(0.8773)
tensor(191.),tensor(0.8955),tensor(0.8952),tensor(0.9295),tensor(0.8760),tensor(0.8590),tensor(0.8445),tensor(0.8952)
tensor(773.),tensor(0.8576),tensor(0.8428),tensor(0.8966),tensor(0.8833),tensor(0.8477),tensor(0.8511),tensor(0.8714)
tensor(1133.),tensor(0.7769),tensor(0.7915),tensor(0.7972),tensor(0.7958),tensor(0.7567),tensor(0.7809),tensor(0.8267)
tensor(923.),tensor(0.8441),tensor(0.8443),tensor(0.8706),tensor(0.8467),tensor(0.8432),tensor(0.8616),tensor(0.8964)
tensor(108.),tensor(0.8602),tensor(0.8526),tensor(0.8137),tensor(0.8481),tensor(0.8491),tensor(0.8638),tensor(0.8404)
tensor(492.),tensor(0.7731),tensor(0.7973),tensor(0.8125),tensor(0.8230),tensor(0.8230),tensor(0.8398),tensor(0.8125)
tensor(963.),tensor(0.8198),tensor(0.8236),tensor(0.8118),tensor(0.7812),tensor(0.8396),tensor(0.8779),tensor(0.8149)
tensor(379.),tensor(0.8378),tensor(0.8434),tensor(0.8434),tensor(0.8434),tensor(0.8428),tensor(0.8770),tensor(0.8434)
tensor(1410.),tensor(0.9349),tensor(0.8838),tensor(0.9212),tensor(0.9062),tensor(0.9619),tensor(0.9619),tensor(0.8955)
tensor(1488.),tensor(0.8565),tensor(0.8583),tensor(0.8583),tensor(0.8424),tensor(0.8420),tensor(0.8482),tensor(0.8583)
tensor(596.),tensor(0.8420),tensor(0.8445),tensor(0.7996),tensor(0.8198),tensor(0.8366),tensor(0.7703),tensor(0.8445)
tensor(604.),tensor(0.8208),tensor(0.8341),tensor(0.8109),tensor(0.8130),tensor(0.7975),tensor(0.8307),tensor(0.8428)
tensor(1354.),tensor(0.7797),tensor(0.7823),tensor(0.7903),tensor(0.7856),tensor(0.8985),tensor(0.7453),tensor(0.7845)
tensor(1147.),tensor(0.8847),tensor(1.),tensor(0.8701),tensor(0.7632),tensor(0.7865),tensor(0.8757),tensor(1.)
tensor(1494.),tensor(0.9505),tensor(0.9423),tensor(0.9599),tensor(0.9124),tensor(0.9752),tensor(0.8620),tensor(0.8625)
tensor(1295.),tensor(0.8316),tensor(0.8564),tensor(0.7727),tensor(0.8090),tensor(0.8180),tensor(0.8087),tensor(0.8168)
tensor(481.),tensor(0.9176),tensor(0.9172),tensor(0.9176),tensor(0.8371),tensor(0.8805),tensor(0.9092),tensor(0.9172)
tensor(1335.),tensor(0.8517),tensor(0.8473),tensor(0.8303),tensor(0.8517),tensor(0.7915),tensor(0.8115),tensor(0.8519)
tensor(771.),tensor(0.7975),tensor(0.8301),tensor(0.8842),tensor(0.7797),tensor(0.8089),tensor(0.8021),tensor(0.8045)
tensor(598.),tensor(0.8720),tensor(0.8063),tensor(0.8651),tensor(0.8455),tensor(0.8492),tensor(0.8620),tensor(0.8495)
tensor(653.),tensor(0.9281),tensor(0.9132),tensor(0.9284),tensor(0.9302),tensor(0.8789),tensor(0.8782),tensor(0.9485)
tensor(984.),tensor(0.8725),tensor(0.8937),tensor(0.8753),tensor(0.9051),tensor(0.8619),tensor(0.8787),tensor(0.8735)
tensor(162.),tensor(0.8086),tensor(0.9847),tensor(0.8754),tensor(0.9504),tensor(0.8944),tensor(0.8222),tensor(0.8891)
tensor(1161.),tensor(0.8720),tensor(0.8532),tensor(0.8812),tensor(0.8383),tensor(0.8720),tensor(0.8720),tensor(0.8720)
tensor(844.),tensor(0.8502),tensor(0.8164),tensor(0.8102),tensor(0.8839),tensor(0.8227),tensor(0.8298),tensor(0.8905)
tensor(748.),tensor(0.9208),tensor(0.9208),tensor(0.9075),tensor(0.8670),tensor(0.8796),tensor(1.),tensor(0.9334)
tensor(43.),tensor(0.7814),tensor(0.8490),tensor(0.7976),tensor(0.8218),tensor(0.8142),tensor(0.8083),tensor(0.8014)
tensor(1043.),tensor(0.8960),tensor(0.8640),tensor(0.8855),tensor(0.8030),tensor(0.8626),tensor(0.7793),tensor(0.8421)
tensor(1475.),tensor(0.8715),tensor(0.9177),tensor(0.8615),tensor(0.9172),tensor(0.8314),tensor(0.8682),tensor(0.8869)
tensor(97.),tensor(0.9572),tensor(0.9572),tensor(0.9575),tensor(0.9195),tensor(0.8507),tensor(0.8538),tensor(0.9572)
tensor(381.),tensor(0.8536),tensor(0.8535),tensor(0.8511),tensor(0.8578),tensor(0.7974),tensor(0.8479),tensor(0.8403)
tensor(1418.),tensor(0.8546),tensor(0.8472),tensor(0.8602),tensor(0.8555),tensor(0.8224),tensor(0.8454),tensor(0.8500)
tensor(894.),tensor(0.7933),tensor(0.8213),tensor(0.8213),tensor(0.8213),tensor(0.8213),tensor(0.8878),tensor(0.8211)
tensor(1312.),tensor(0.9272),tensor(0.8974),tensor(0.8786),tensor(0.9376),tensor(0.8903),tensor(0.9376),tensor(0.9246)
tensor(1095.),tensor(0.7896),tensor(0.7741),tensor(0.7583),tensor(0.7899),tensor(0.8031),tensor(0.8098),tensor(0.8061)
tensor(1198.),tensor(0.9032),tensor(0.9032),tensor(0.8422),tensor(0.9147),tensor(0.8703),tensor(0.9032),tensor(0.9032)
tensor(114.),tensor(0.8701),tensor(0.9096),tensor(0.8969),tensor(0.8598),tensor(0.8593),tensor(0.8988),tensor(0.8842)
tensor(243.),tensor(0.7687),tensor(0.7468),tensor(0.7255),tensor(0.7981),tensor(0.7338),tensor(0.7329),tensor(0.7981)
tensor(1193.),tensor(0.7632),tensor(0.7585),tensor(0.7585),tensor(0.7585),tensor(0.7585),tensor(0.7585),tensor(0.7481)
tensor(954.),tensor(0.7736),tensor(0.8740),tensor(0.8586),tensor(0.8709),tensor(0.8473),tensor(0.8793),tensor(0.8529)
tensor(1346.),tensor(0.8935),tensor(0.9147),tensor(0.8922),tensor(0.8763),tensor(0.8455),tensor(0.9391),tensor(0.8763)
tensor(1010.),tensor(0.8575),tensor(0.7944),tensor(0.8373),tensor(0.8598),tensor(0.8437),tensor(0.8208),tensor(0.7990)
tensor(824.),tensor(0.8486),tensor(0.8486),tensor(0.8230),tensor(0.8468),tensor(0.8941),tensor(0.9057),tensor(0.8486)
tensor(569.),tensor(0.9323),tensor(0.9123),tensor(0.8747),tensor(0.9492),tensor(0.8493),tensor(0.8836),tensor(0.9492)
tensor(937.),tensor(0.8217),tensor(0.8298),tensor(0.8238),tensor(0.8048),tensor(0.7886),tensor(0.8130),tensor(0.8009)
tensor(305.),tensor(0.8924),tensor(0.9095),tensor(0.8886),tensor(0.8799),tensor(0.9014),tensor(0.8702),tensor(0.9429)
tensor(716.),tensor(0.9143),tensor(0.9569),tensor(0.9937),tensor(0.9156),tensor(0.8801),tensor(0.9076),tensor(0.9564)
tensor(896.),tensor(0.8885),tensor(0.9143),tensor(0.8788),tensor(0.9541),tensor(0.8622),tensor(0.8530),tensor(0.9021)
tensor(242.),tensor(0.9051),tensor(0.9506),tensor(0.9540),tensor(0.8550),tensor(0.9133),tensor(0.9295),tensor(0.9537)
tensor(382.),tensor(0.8531),tensor(0.8817),tensor(0.8371),tensor(0.8786),tensor(0.8982),tensor(0.9218),tensor(0.8688)
tensor(848.),tensor(0.7918),tensor(0.7943),tensor(0.7880),tensor(0.8008),tensor(0.7524),tensor(0.7808),tensor(0.8075)
tensor(1297.),tensor(0.8627),tensor(0.6838),tensor(0.8013),tensor(0.6392),tensor(0.8336),tensor(0.8454),tensor(0.6838)
tensor(1040.),tensor(0.7891),tensor(0.7891),tensor(0.7501),tensor(0.7891),tensor(0.7891),tensor(0.7891),tensor(0.7891)
tensor(850.),tensor(0.7866),tensor(0.7822),tensor(0.7968),tensor(0.7965),tensor(0.8021),tensor(0.7921),tensor(0.7676)
tensor(1148.),tensor(0.8562),tensor(0.8729),tensor(0.8910),tensor(0.9047),tensor(0.8812),tensor(0.8619),tensor(0.8677)
tensor(749.),tensor(1.),tensor(1.),tensor(0.9221),tensor(1.),tensor(0.9319),tensor(0.9131),tensor(1.)
tensor(791.),tensor(0.8417),tensor(0.9480),tensor(0.9016),tensor(0.8765),tensor(0.9480),tensor(0.8183),tensor(0.8417)
tensor(1179.),tensor(0.8169),tensor(0.8748),tensor(0.8306),tensor(0.8748),tensor(0.8724),tensor(0.8682),tensor(0.8756)
tensor(369.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(0.8880),tensor(1.)
tensor(1234.),tensor(0.9051),tensor(0.9447),tensor(0.9447),tensor(0.9367),tensor(0.8891),tensor(0.8987),tensor(0.8934)
tensor(226.),tensor(0.8087),tensor(0.8253),tensor(0.8215),tensor(0.8427),tensor(0.8291),tensor(0.8203),tensor(0.8316)
tensor(803.),tensor(0.7954),tensor(0.7707),tensor(0.7587),tensor(0.7587),tensor(0.7750),tensor(0.7861),tensor(0.7707)
tensor(554.),tensor(0.8957),tensor(0.9272),tensor(0.9285),tensor(0.9105),tensor(0.9162),tensor(0.8873),tensor(0.9105)
tensor(787.),tensor(0.8539),tensor(0.8962),tensor(0.8508),tensor(0.8326),tensor(0.8717),tensor(0.8671),tensor(0.8317)
tensor(863.),tensor(0.8945),tensor(0.9004),tensor(0.9081),tensor(0.8636),tensor(0.8685),tensor(0.9069),tensor(0.8780)
tensor(1257.),tensor(0.8133),tensor(0.8117),tensor(0.8258),tensor(0.7883),tensor(0.7977),tensor(0.8132),tensor(0.8110)
tensor(691.),tensor(0.8335),tensor(0.8335),tensor(0.8024),tensor(0.8297),tensor(0.7985),tensor(0.7853),tensor(0.8378)
tensor(883.),tensor(0.8328),tensor(0.8496),tensor(0.8743),tensor(0.8471),tensor(0.8728),tensor(0.8655),tensor(0.8427)
tensor(1423.),tensor(0.8566),tensor(0.8464),tensor(0.8439),tensor(0.8760),tensor(0.9260),tensor(0.9137),tensor(0.8460)
tensor(1277.),tensor(0.9675),tensor(0.9675),tensor(0.9378),tensor(0.9675),tensor(0.9378),tensor(0.9378),tensor(0.9675)
tensor(798.),tensor(0.8637),tensor(0.8792),tensor(0.8487),tensor(0.8348),tensor(0.8668),tensor(0.8437),tensor(0.8657)
tensor(425.),tensor(0.7713),tensor(0.7713),tensor(0.7423),tensor(0.7713),tensor(0.7572),tensor(0.7283),tensor(0.7713)
tensor(638.),tensor(0.8441),tensor(0.8523),tensor(0.8523),tensor(0.8417),tensor(0.8404),tensor(0.8555),tensor(0.8523)
tensor(319.),tensor(0.8685),tensor(0.8555),tensor(0.8527),tensor(0.8658),tensor(0.8250),tensor(0.8065),tensor(0.8229)
tensor(291.),tensor(0.7972),tensor(0.8850),tensor(0.8296),tensor(0.8154),tensor(0.7930),tensor(0.7571),tensor(0.7999)
tensor(881.),tensor(0.8320),tensor(0.8430),tensor(0.8270),tensor(0.8474),tensor(0.8009),tensor(0.8092),tensor(0.8416)
tensor(200.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.)
tensor(134.),tensor(0.8764),tensor(0.8877),tensor(0.8638),tensor(0.8648),tensor(0.8784),tensor(0.8719),tensor(0.8981)
tensor(115.),tensor(0.8881),tensor(0.9216),tensor(0.8881),tensor(0.8919),tensor(0.8577),tensor(0.9012),tensor(0.9509)
tensor(287.),tensor(0.8577),tensor(0.8080),tensor(0.8199),tensor(0.8594),tensor(0.8364),tensor(0.7823),tensor(0.8446)
tensor(433.),tensor(0.9167),tensor(0.9311),tensor(0.9461),tensor(0.9113),tensor(0.9198),tensor(0.9034),tensor(0.9158)
tensor(1399.),tensor(0.8195),tensor(0.8503),tensor(0.8583),tensor(0.8719),tensor(0.7979),tensor(0.8133),tensor(0.8489)
tensor(828.),tensor(0.8481),tensor(0.8567),tensor(0.9083),tensor(0.8822),tensor(0.8473),tensor(0.8594),tensor(0.8753)
tensor(804.),tensor(0.7719),tensor(0.7751),tensor(0.7731),tensor(0.8033),tensor(0.8287),tensor(0.8410),tensor(0.8198)
tensor(373.),tensor(0.8200),tensor(0.8247),tensor(0.8353),tensor(0.7962),tensor(0.7704),tensor(0.8018),tensor(0.8006)
tensor(1190.),tensor(0.9076),tensor(0.9076),tensor(1.),tensor(0.8619),tensor(0.9421),tensor(1.),tensor(0.8953)
tensor(471.),tensor(1.0000),tensor(0.9789),tensor(0.9852),tensor(0.9852),tensor(0.9672),tensor(0.9474),tensor(0.9960)
tensor(1327.),tensor(1.),tensor(1.),tensor(0.9186),tensor(0.8879),tensor(0.9186),tensor(0.9186),tensor(0.9186)
tensor(1132.),tensor(0.8094),tensor(0.7710),tensor(0.7605),tensor(0.8211),tensor(0.8169),tensor(0.7615),tensor(0.8071)
tensor(1444.),tensor(0.7967),tensor(0.8202),tensor(0.8077),tensor(0.8024),tensor(0.7875),tensor(0.7842),tensor(0.7885)
tensor(639.),tensor(0.8091),tensor(0.8360),tensor(0.8563),tensor(0.8477),tensor(0.8180),tensor(0.8563),tensor(0.8091)
tensor(995.),tensor(0.8737),tensor(0.8617),tensor(0.8931),tensor(0.8943),tensor(0.8537),tensor(0.8481),tensor(0.8928)
tensor(503.),tensor(0.8646),tensor(0.8612),tensor(0.8640),tensor(0.8816),tensor(0.8214),tensor(0.8426),tensor(0.9025)
tensor(1324.),tensor(0.8801),tensor(0.8758),tensor(0.8699),tensor(0.8836),tensor(0.8518),tensor(0.8532),tensor(0.9057)
tensor(649.),tensor(0.8347),tensor(0.8519),tensor(0.8323),tensor(0.8323),tensor(0.8191),tensor(0.8141),tensor(0.8797)
tensor(192.),tensor(0.9687),tensor(0.9594),tensor(0.9540),tensor(0.9687),tensor(0.8341),tensor(0.8733),tensor(0.9540)
tensor(524.),tensor(0.8690),tensor(0.8637),tensor(0.8721),tensor(0.8455),tensor(0.8156),tensor(0.8410),tensor(0.8773)
tensor(772.),tensor(0.8271),tensor(0.8535),tensor(0.8649),tensor(0.8884),tensor(0.7850),tensor(0.7902),tensor(0.9352)
tensor(1383.),tensor(0.8657),tensor(0.8609),tensor(0.8454),tensor(0.8225),tensor(0.8119),tensor(0.8290),tensor(0.8657)
tensor(774.),tensor(0.7528),tensor(0.7427),tensor(0.7479),tensor(0.7408),tensor(0.7454),tensor(0.7543),tensor(0.7527)
tensor(718.),tensor(0.9644),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.)
tensor(247.),tensor(0.7930),tensor(0.7714),tensor(0.7984),tensor(0.7780),tensor(0.7619),tensor(0.7793),tensor(0.7994)
tensor(1407.),tensor(0.7559),tensor(0.7644),tensor(0.8387),tensor(0.8433),tensor(0.8049),tensor(0.8210),tensor(0.8167)
tensor(752.),tensor(0.9170),tensor(0.9640),tensor(0.9554),tensor(0.9648),tensor(0.9526),tensor(0.9869),tensor(0.9874)
tensor(99.),tensor(0.8493),tensor(0.8514),tensor(0.8345),tensor(0.8483),tensor(0.8041),tensor(0.7843),tensor(0.8338)
tensor(711.),tensor(0.8519),tensor(0.8824),tensor(0.8574),tensor(0.8537),tensor(0.8401),tensor(0.8514),tensor(0.8651)
tensor(528.),tensor(0.9437),tensor(0.9197),tensor(0.9156),tensor(0.9391),tensor(0.9077),tensor(0.9711),tensor(0.9197)
tensor(1119.),tensor(0.9098),tensor(0.9279),tensor(0.9154),tensor(0.8941),tensor(0.9014),tensor(0.9342),tensor(0.8901)
tensor(389.),tensor(0.8646),tensor(0.8478),tensor(0.8577),tensor(0.9059),tensor(0.8498),tensor(0.8137),tensor(0.8427)
tensor(1336.),tensor(0.8216),tensor(0.8534),tensor(0.8851),tensor(0.8717),tensor(0.8250),tensor(0.8453),tensor(0.8840)
tensor(127.),tensor(0.9546),tensor(0.9489),tensor(0.9619),tensor(0.9684),tensor(0.9139),tensor(0.9176),tensor(0.9505)
tensor(1254.),tensor(0.7829),tensor(0.7894),tensor(0.7916),tensor(0.7941),tensor(0.7739),tensor(0.7956),tensor(0.8045)
tensor(1387.),tensor(0.8558),tensor(0.7601),tensor(0.8758),tensor(0.8812),tensor(0.8116),tensor(0.7909),tensor(0.7983)
tensor(1253.),tensor(0.8763),tensor(0.8760),tensor(0.8760),tensor(0.8258),tensor(0.8553),tensor(0.8213),tensor(0.8760)
tensor(805.),tensor(0.9615),tensor(0.9449),tensor(0.9942),tensor(0.9885),tensor(0.9270),tensor(0.9209),tensor(0.9609)
tensor(1395.),tensor(0.9198),tensor(0.9198),tensor(0.9198),tensor(0.9198),tensor(0.8594),tensor(0.8755),tensor(0.9059)
tensor(750.),tensor(0.9174),tensor(0.9075),tensor(0.9576),tensor(0.9714),tensor(0.9169),tensor(0.8672),tensor(0.9714)
tensor(138.),tensor(0.9343),tensor(0.9316),tensor(0.8990),tensor(0.9567),tensor(0.9105),tensor(0.8843),tensor(0.9110)
tensor(717.),tensor(0.9785),tensor(0.9825),tensor(0.9553),tensor(0.9526),tensor(0.9698),tensor(0.9217),tensor(0.9846)
tensor(1056.),tensor(0.8477),tensor(0.8526),tensor(0.8467),tensor(0.8650),tensor(0.8108),tensor(0.8546),tensor(0.8161)
tensor(166.),tensor(0.8367),tensor(0.8379),tensor(0.8408),tensor(0.9031),tensor(0.8143),tensor(0.8140),tensor(0.8639)
tensor(1222.),tensor(0.8555),tensor(0.8119),tensor(0.8472),tensor(0.8720),tensor(0.8602),tensor(0.8475),tensor(0.8496)
tensor(1435.),tensor(0.7217),tensor(0.8954),tensor(0.8954),tensor(0.8954),tensor(0.8954),tensor(0.8954),tensor(0.6981)
tensor(1146.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(0.9526),tensor(0.9526),tensor(0.9526)
tensor(1122.),tensor(0.7803),tensor(0.7803),tensor(0.7924),tensor(0.7924),tensor(0.7803),tensor(0.7924),tensor(0.7924)
tensor(699.),tensor(0.8643),tensor(0.8452),tensor(0.8623),tensor(0.8460),tensor(0.8246),tensor(0.8415),tensor(0.8612)
tensor(1082.),tensor(0.9045),tensor(0.8669),tensor(0.8812),tensor(0.8793),tensor(0.9183),tensor(0.8885),tensor(0.8696)
tensor(1390.),tensor(0.7925),tensor(0.8346),tensor(0.8178),tensor(0.8180),tensor(0.8012),tensor(0.8530),tensor(0.8264)
tensor(1426.),tensor(0.8978),tensor(0.8978),tensor(0.8978),tensor(0.8978),tensor(0.8036),tensor(0.8300),tensor(0.8978)
tensor(857.),tensor(0.7556),tensor(0.7395),tensor(0.7763),tensor(0.7439),tensor(0.7480),tensor(0.8079),tensor(0.7614)
tensor(831.),tensor(0.8739),tensor(0.8813),tensor(0.9449),tensor(0.9265),tensor(0.9657),tensor(0.9404),tensor(0.9430)
